FIL2,HAL2
Pahal.6G300800,NA
Pahal.6G300900,PhHAL.6G287700
Pahal.6G301000,PhHAL.6G287900
Pahal.6G301100,NA
Pahal.6G301200,PhHAL.6G288000
Pahal.6G301300,PhHAL.6G288200
Pahal.6G301400,PhHAL.6G288300
Pahal.6G301500,PhHAL.6G288400
Pahal.6G301600,PhHAL.6G288500
Pahal.6G301700,PhHAL.6G288600
Pahal.6G301800,PhHAL.6G288700
Pahal.6G301900,PhHAL.6G288800
Pahal.6G302000,PhHAL.6G288900
Pahal.6G302100,PhHAL.6G289100
Pahal.6G302200,PhHAL.6G289200
Pahal.6G302300,PhHAL.6G289300
Pahal.6G302400,PhHAL.6G289400
Pahal.6G302500,PhHAL.6G289500
Pahal.6G302800,PhHAL.6G289600
Pahal.6G302900,PhHAL.6G289700
Pahal.6G303000,NA
Pahal.6G303200,PhHAL.6G290000
Pahal.6G303300,PhHAL.6G290100
Pahal.6G303400,NA
Pahal.6G303500,PhHAL.6G290300
Pahal.6G303600,PhHAL.6G290400
Pahal.6G303700,PhHAL.6G290500
Pahal.6G303800,PhHAL.6G290600
Pahal.6G303900,PhHAL.6G290700
Pahal.6G304000,PhHAL.6G290800
Pahal.6G304100,PhHAL.6G290900
Pahal.6G304500,PhHAL.6G291000
Pahal.6G304700,PhHAL.6G291200
Pahal.6G304800,PhHAL.6G291300
Pahal.6G304900,PhHAL.6G291400
Pahal.6G305100,PhHAL.6G291600
Pahal.6G305200,PhHAL.6G291700
Pahal.6G305300,NA
Pahal.6G305400,PhHAL.6G291800
Pahal.6G305500,PhHAL.6G291900
Pahal.6G305700,PhHAL.6G292100
Pahal.6G305800,PhHAL.6G292200
Pahal.6G306200,PhHAL.6G292400
Pahal.6G306300,PhHAL.6G292600
Pahal.6G306400,PhHAL.6G292700
Pahal.6G306500,PhHAL.6G292800
Pahal.6G306600,PhHAL.6G292900
Pahal.6G306700,PhHAL.6G293000
Pahal.6G306800,PhHAL.6G293100
Pahal.6G307200,PhHAL.6G293500
Pahal.6G307400,PhHAL.6G293600
Pahal.6G307600,PhHAL.6G293800
Pahal.6G307800,PhHAL.6G293900
Pahal.6G307900,PhHAL.6G294000
Pahal.6G308000,PhHAL.6G294200
Pahal.6G308100,PhHAL.6G294300
Pahal.6G308200,PhHAL.6G294500
Pahal.6G308300,PhHAL.6G294600
Pahal.6G308500,PhHAL.6G294800
Pahal.6G308600,PhHAL.6G294900
Pahal.6G308700,PhHAL.6G295000
Pahal.6G308900,NA
Pahal.6G309200,PhHAL.6G295100
Pahal.6G309300,PhHAL.6G295200
Pahal.6G309400,PhHAL.6G295300
Pahal.6G309600,PhHAL.6G295600
Pahal.6G309800,PhHAL.6G295800
Pahal.7G000500,NA
Pahal.7G001100,PhHAL.7G003200
Pahal.7G001200,PhHAL.7G004300
Pahal.7G002400,PhHAL.7G006800
Pahal.7G002500,NA
Pahal.7G002700,PhHAL.7G007300
Pahal.7G002800,PhHAL.7G007500
Pahal.7G003300,PhHAL.7G008000
Pahal.7G003400,PhHAL.7G008100
Pahal.7G003500,PhHAL.7G008500
Pahal.7G003800,PhHAL.7G008700
Pahal.7G003900,PhHAL.7G008800
Pahal.7G004000,NA
Pahal.7G004200,NA
Pahal.7G004300,PhHAL.7G012300
Pahal.7G004400,PhHAL.7G012400
Pahal.7G004500,PhHAL.7G012500
Pahal.7G004600,PhHAL.7G012600
Pahal.7G004700,PhHAL.7G012800
Pahal.7G004800,PhHAL.7G012900
Pahal.7G005000,PhHAL.7G013000
Pahal.7G005400,PhHAL.7G013200
Pahal.7G005500,PhHAL.7G013300
Pahal.7G005600,PhHAL.7G013400
Pahal.7G005700,NA
Pahal.7G005800,PhHAL.7G013500
Pahal.7G005900,PhHAL.7G013600
Pahal.7G006000,PhHAL.7G013800
Pahal.7G006200,NA
Pahal.7G006600,PhHAL.7G014500
Pahal.7G006800,PhHAL.7G014600
Pahal.7G006900,PhHAL.7G014800
Pahal.7G007000,PhHAL.7G015000
Pahal.7G007400,PhHAL.7G015300
Pahal.7G007500,PhHAL.7G015500
Pahal.7G007900,PhHAL.7G015700
Pahal.7G008300,PhHAL.7G016300
Pahal.7G008400,PhHAL.7G017000
Pahal.7G008500,PhHAL.7G017100
Pahal.7G008600,PhHAL.7G017300
Pahal.7G008700,PhHAL.7G017400
Pahal.7G008800,PhHAL.7G017500
Pahal.7G009500,PhHAL.7G017700
Pahal.7G009600,PhHAL.7G017800
Pahal.7G009700,PhHAL.7G017900
Pahal.7G009900,PhHAL.7G018100
Pahal.7G010000,NA
Pahal.7G010200,NA
Pahal.7G010300,PhHAL.7G019000
Pahal.7G010600,PhHAL.7G019200
Pahal.7G010700,PhHAL.7G019400
Pahal.7G010800,PhHAL.7G019500
Pahal.7G011900,PhHAL.7G019900
Pahal.7G012100,PhHAL.7G020100
Pahal.7G012200,PhHAL.7G020200
Pahal.7G012300,PhHAL.7G020300
Pahal.7G012400,PhHAL.7G020400
Pahal.7G012500,PhHAL.7G020500
Pahal.7G012700,PhHAL.7G020600
Pahal.7G012800,PhHAL.7G020700
Pahal.7G013100,PhHAL.7G020900
Pahal.7G013200,PhHAL.7G021000
Pahal.7G013400,PhHAL.7G021200
Pahal.7G013500,PhHAL.7G021300
Pahal.7G014900,PhHAL.7G021700
Pahal.7G015000,PhHAL.7G021800
Pahal.7G015100,PhHAL.7G021900
Pahal.7G015200,NA
Pahal.7G015300,PhHAL.7G022100
Pahal.7G016700,PhHAL.7G022800
Pahal.7G016800,PhHAL.7G022900
Pahal.7G017000,NA
Pahal.7G017200,PhHAL.7G023200
Pahal.7G017300,PhHAL.7G023400
Pahal.7G018900,PhHAL.7G023500
Pahal.7G019100,PhHAL.7G023700
Pahal.7G019300,PhHAL.7G023800
Pahal.7G019500,PhHAL.7G024000
Pahal.7G020100,PhHAL.7G024700
Pahal.7G020200,PhHAL.7G024900
Pahal.7G020300,PhHAL.7G025000
Pahal.7G021800,PhHAL.7G026000
Pahal.7G021900,PhHAL.7G026100
Pahal.7G022000,PhHAL.7G026200
Pahal.7G022200,PhHAL.7G026300
Pahal.7G022400,PhHAL.7G026800
Pahal.7G022700,PhHAL.7G027200
Pahal.7G022800,PhHAL.7G027300
Pahal.7G022900,PhHAL.7G027400
Pahal.7G023100,PhHAL.7G027600
Pahal.7G023400,PhHAL.7G027900
Pahal.7G024000,PhHAL.7G028000
Pahal.7G024300,PhHAL.7G028100
Pahal.7G024500,PhHAL.7G028300
Pahal.7G024600,PhHAL.7G028400
Pahal.7G024700,NA
Pahal.7G025100,PhHAL.7G029200
Pahal.7G025200,PhHAL.7G029300
Pahal.7G025900,NA
Pahal.7G026400,NA
Pahal.7G027000,PhHAL.7G029500
Pahal.7G027100,PhHAL.7G029600
Pahal.7G027900,PhHAL.7G029700
Pahal.7G028300,PhHAL.7G031800
Pahal.7G028700,PhHAL.7G032200
Pahal.7G029600,PhHAL.7G035200
Pahal.7G029700,PhHAL.7G035300
Pahal.7G032900,PhHAL.7G036700
Pahal.7G034000,PhHAL.7G030300
Pahal.7G034200,PhHAL.7G030400
Pahal.7G034300,PhHAL.7G030500
Pahal.7G034500,PhHAL.7G030800
Pahal.7G034600,PhHAL.7G030900
Pahal.7G034800,PhHAL.7G031200
Pahal.7G035000,PhHAL.7G031300
Pahal.7G036000,PhHAL.7G060000
Pahal.7G037500,PhHAL.7G035000
Pahal.7G038900,NA
Pahal.7G039000,PhHAL.7G040400
Pahal.7G039900,PhHAL.7G041500
Pahal.7G040500,PhHAL.7G039600
Pahal.7G040700,NA
Pahal.7G040800,PhHAL.7G039900
Pahal.7G041200,PhHAL.7G038000
Pahal.7G042600,PhHAL.7G041600
Pahal.7G043700,NA
Pahal.7G043900,PhHAL.7G042700
Pahal.7G044000,NA
Pahal.7G045900,PhHAL.7G043100
Pahal.7G046300,PhHAL.7G043400
Pahal.7G046400,NA
Pahal.7G046500,PhHAL.7G043500
Pahal.7G046600,PhHAL.7G043600
Pahal.7G046700,PhHAL.7G043700
Pahal.7G047600,PhHAL.7G045200
Pahal.7G047800,PhHAL.7G045500
Pahal.7G048200,PhHAL.7G045600
Pahal.7G048400,PhHAL.7G046300
Pahal.7G048600,PhHAL.7G048100
Pahal.7G048700,NA
Pahal.7G049600,PhHAL.7G049200
Pahal.7G051800,PhHAL.7G026600
Pahal.7G053300,NA
Pahal.7G053700,PhHAL.7G055200
Pahal.7G054100,PhHAL.7G050400
Pahal.7G055400,PhHAL.7G052700
Pahal.7G055500,PhHAL.7G052800
Pahal.7G055700,PhHAL.7G054000
Pahal.7G056100,PhHAL.7G032600
Pahal.7G056200,NA
Pahal.7G056300,PhHAL.7G033200
Pahal.7G057000,PhHAL.7G051500
Pahal.7G057300,PhHAL.7G051300
Pahal.7G057500,PhHAL.7G051100
Pahal.7G058100,PhHAL.7G058100
Pahal.7G058200,PhHAL.7G058000
Pahal.7G058700,PhHAL.7G056200
Pahal.7G058900,PhHAL.7G058500
Pahal.7G060900,NA
Pahal.7G061400,PhHAL.7G061800
Pahal.7G061900,PhHAL.7G063100
Pahal.7G062100,PhHAL.7G063200
Pahal.7G062300,NA
Pahal.7G062400,NA
Pahal.7G062700,NA
Pahal.7G063300,PhHAL.7G063500
Pahal.7G064200,PhHAL.7G064700
Pahal.7G064400,PhHAL.7G065200
Pahal.7G064800,PhHAL.4G279500
Pahal.7G065100,PhHAL.7G066700
Pahal.7G065200,PhHAL.7G066800
Pahal.7G065600,PhHAL.7G067300
Pahal.7G065700,NA
Pahal.7G066300,PhHAL.7G068600
Pahal.7G066400,PhHAL.7G068700
Pahal.7G066500,PhHAL.7G068800
Pahal.7G066600,PhHAL.7G069100
Pahal.7G066700,PhHAL.7G069200
Pahal.7G067000,NA
Pahal.7G067100,PhHAL.7G069400
Pahal.7G067200,PhHAL.7G069500
Pahal.7G067900,PhHAL.7G071200
Pahal.7G068600,PhHAL.7G071300
Pahal.7G068700,PhHAL.7G071700
Pahal.7G069000,PhHAL.7G071900
Pahal.7G069100,NA
Pahal.7G069800,PhHAL.7G072200
Pahal.7G070600,NA
Pahal.7G070800,NA
Pahal.7G071400,PhHAL.7G072700
Pahal.7G071700,PhHAL.7G075100
Pahal.7G073200,PhHAL.7G073300
Pahal.7G074000,PhHAL.5G035400
Pahal.7G074200,PhHAL.7G070200
Pahal.7G074300,PhHAL.7G070300
Pahal.7G074400,PhHAL.7G070400
Pahal.7G074600,PhHAL.7G070500
Pahal.7G074700,PhHAL.7G070600
Pahal.7G074800,PhHAL.7G071000
Pahal.7G074900,NA
Pahal.7G075100,NA
Pahal.7G075300,PhHAL.7G070900
Pahal.7G075400,NA
Pahal.7G075800,PhHAL.7G077900
Pahal.7G076100,PhHAL.7G078100
Pahal.7G076200,PhHAL.4G236200
Pahal.7G076300,NA
Pahal.7G076500,PhHAL.7G075200
Pahal.7G076600,NA
Pahal.7G077000,NA
Pahal.7G077200,NA
Pahal.7G077400,PhHAL.7G074700
Pahal.7G077500,PhHAL.7G074800
Pahal.7G077600,PhHAL.1G113600
Pahal.7G077700,PhHAL.7G074900
Pahal.7G079500,PhHAL.7G075700
Pahal.7G080300,PhHAL.7G076200
Pahal.7G081200,PhHAL.7G077200
Pahal.7G081400,PhHAL.7G077300
Pahal.7G081500,PhHAL.7G077400
Pahal.7G081600,PhHAL.7G077700
Pahal.7G082600,PhHAL.7G077800
Pahal.7G083700,PhHAL.7G078800
Pahal.7G083800,PhHAL.7G078900
Pahal.7G083900,PhHAL.7G079000
Pahal.7G084000,PhHAL.7G079300
Pahal.7G084300,PhHAL.7G079500
Pahal.7G084700,NA
Pahal.7G085100,PhHAL.7G079900
Pahal.7G085200,PhHAL.7G080100
Pahal.7G085700,PhHAL.7G080500
Pahal.7G086200,PhHAL.7G080800
Pahal.7G086300,NA
Pahal.7G086400,PhHAL.7G081100
Pahal.7G086900,PhHAL.7G081400
Pahal.7G087300,PhHAL.7G081500
Pahal.7G087800,PhHAL.7G081900
Pahal.7G088000,PhHAL.7G082000
Pahal.7G088500,PhHAL.7G082200
Pahal.7G088900,PhHAL.7G082400
Pahal.7G089100,PhHAL.7G082600
Pahal.7G089400,PhHAL.7G082800
Pahal.7G089500,PhHAL.7G082900
Pahal.7G089700,NA
Pahal.7G089800,PhHAL.7G083100
Pahal.7G090500,PhHAL.7G083900
Pahal.7G090600,PhHAL.7G084000
Pahal.7G091000,PhHAL.7G084100
Pahal.7G091300,PhHAL.7G084300
Pahal.7G091500,PhHAL.7G084400
Pahal.7G091700,PhHAL.7G084700
Pahal.7G091900,NA
Pahal.7G092000,NA
Pahal.7G092100,PhHAL.7G084900
Pahal.7G092200,PhHAL.7G085000
Pahal.7G092300,PhHAL.7G085100
Pahal.7G092400,PhHAL.7G085200
Pahal.7G092500,PhHAL.7G085300
Pahal.7G092700,PhHAL.7G085400
Pahal.7G093000,PhHAL.7G085800
Pahal.7G093200,PhHAL.7G086400
Pahal.7G093400,PhHAL.8G195300
Pahal.7G093500,PhHAL.7G086600
Pahal.7G093600,PhHAL.7G087100
Pahal.7G093800,PhHAL.7G087300
Pahal.7G093900,PhHAL.7G087500
Pahal.7G094300,NA
Pahal.7G094700,PhHAL.7G087900
Pahal.7G095000,NA
Pahal.7G095200,PhHAL.7G088300
Pahal.7G095800,PhHAL.7G088500
Pahal.7G095900,PhHAL.7G088600
Pahal.7G096200,PhHAL.7G089400
Pahal.7G096400,PhHAL.7G089500
Pahal.7G096500,PhHAL.7G089700
Pahal.7G097000,PhHAL.7G090200
Pahal.7G097500,NA
Pahal.7G097600,PhHAL.7G091200
Pahal.7G097900,PhHAL.7G091300
Pahal.7G098000,PhHAL.7G091400
Pahal.7G098100,PhHAL.7G091500
Pahal.7G098200,PhHAL.7G091600
Pahal.7G098400,PhHAL.7G091700
Pahal.7G099000,PhHAL.7G092400
Pahal.7G099100,PhHAL.7G092500
Pahal.7G099500,PhHAL.7G092700
Pahal.7G099600,PhHAL.7G092800
Pahal.7G099700,PhHAL.7G092600
Pahal.7G099800,PhHAL.7G092900
Pahal.7G100100,NA
Pahal.7G100200,PhHAL.7G093100
Pahal.7G100300,NA
Pahal.7G101500,PhHAL.7G094000
Pahal.7G101600,PhHAL.7G094100
Pahal.7G101900,PhHAL.7G094400
Pahal.7G102100,PhHAL.7G094600
Pahal.7G102200,PhHAL.7G094700
Pahal.7G102300,PhHAL.7G094800
Pahal.7G102400,PhHAL.7G095100
Pahal.7G102500,PhHAL.7G095200
Pahal.7G102700,NA
Pahal.7G103000,NA
Pahal.7G103800,PhHAL.7G096100
Pahal.7G103900,PhHAL.7G096200
Pahal.7G104000,PhHAL.7G096300
Pahal.7G104100,PhHAL.7G096400
Pahal.7G104400,PhHAL.7G096600
Pahal.7G104500,PhHAL.7G096700
Pahal.7G104600,PhHAL.7G096800
Pahal.7G104800,NA
Pahal.7G105200,PhHAL.7G097200
Pahal.7G105600,PhHAL.7G097500
Pahal.7G105700,PhHAL.7G097400
Pahal.7G106200,PhHAL.7G098000
Pahal.7G107600,NA
Pahal.7G108200,PhHAL.7G099300
Pahal.7G108300,PhHAL.7G099400
Pahal.7G108700,PhHAL.7G100200
Pahal.7G108800,PhHAL.7G100400
Pahal.7G108900,PhHAL.7G100500
Pahal.7G109100,PhHAL.7G100700
Pahal.7G109200,PhHAL.7G100800
Pahal.7G109300,PhHAL.7G100900
Pahal.7G109400,PhHAL.7G101000
Pahal.7G109500,PhHAL.7G101100
Pahal.7G109700,PhHAL.7G101200
Pahal.7G109800,PhHAL.7G101300
Pahal.7G110100,PhHAL.7G101700
Pahal.7G110200,PhHAL.7G101800
Pahal.7G110500,PhHAL.7G102600
Pahal.7G110600,PhHAL.7G102800
Pahal.7G110900,PhHAL.7G103200
Pahal.7G111600,PhHAL.7G104100
Pahal.7G111700,PhHAL.7G104300
Pahal.7G111800,PhHAL.7G104400
Pahal.7G111900,PhHAL.7G104500
Pahal.7G112000,PhHAL.7G104600
Pahal.7G112100,PhHAL.7G104700
Pahal.7G112400,PhHAL.7G105100
Pahal.7G112800,PhHAL.7G105500
Pahal.7G112900,PhHAL.7G105600
Pahal.7G113900,PhHAL.7G106200
Pahal.7G114100,PhHAL.7G106300
Pahal.7G114200,PhHAL.7G106400
Pahal.7G114300,PhHAL.7G106500
Pahal.7G115000,PhHAL.7G106800
Pahal.7G115100,PhHAL.7G106900
Pahal.7G115200,PhHAL.7G107100
Pahal.7G115400,NA
Pahal.7G115500,PhHAL.7G107500
Pahal.7G115600,PhHAL.7G107600
Pahal.7G115800,PhHAL.7G107700
Pahal.7G115900,NA
Pahal.7G116100,PhHAL.7G107900
Pahal.7G116200,NA
Pahal.7G116300,PhHAL.7G108100
Pahal.7G116400,PhHAL.7G108200
Pahal.7G116500,PhHAL.7G108300
Pahal.7G116700,PhHAL.7G108500
Pahal.7G116800,PhHAL.7G108600
Pahal.7G117100,PhHAL.7G108700
Pahal.7G117200,PhHAL.7G108800
Pahal.7G117300,PhHAL.7G108900
Pahal.7G117500,PhHAL.7G109100
Pahal.7G117700,NA
Pahal.7G117800,PhHAL.7G109200
Pahal.7G117900,PhHAL.7G109300
Pahal.7G118000,PhHAL.7G109400
Pahal.7G118100,PhHAL.7G109500
Pahal.7G118200,PhHAL.7G109600
Pahal.7G118300,PhHAL.7G109700
Pahal.7G118400,PhHAL.7G109800
Pahal.7G118500,PhHAL.7G109900
Pahal.7G118600,PhHAL.7G110000
Pahal.7G118700,PhHAL.7G110100
Pahal.7G118800,PhHAL.7G110200
Pahal.7G119100,PhHAL.7G110400
Pahal.7G119200,NA
Pahal.7G119500,PhHAL.7G110800
Pahal.7G119700,PhHAL.7G111000
Pahal.7G119800,PhHAL.7G111100
Pahal.7G119900,PhHAL.7G111200
Pahal.7G120000,PhHAL.7G111500
Pahal.7G120400,PhHAL.7G111900
Pahal.7G120500,PhHAL.7G112000
Pahal.7G120700,PhHAL.7G112300
Pahal.7G121000,PhHAL.7G112700
Pahal.7G121100,PhHAL.7G112800
Pahal.7G121200,PhHAL.7G112900
Pahal.7G121300,PhHAL.7G113000
Pahal.7G121400,PhHAL.7G113100
Pahal.7G121500,PhHAL.7G113200
Pahal.7G121600,PhHAL.7G113300
Pahal.7G121700,PhHAL.7G113400
Pahal.7G121900,PhHAL.7G113600
Pahal.7G122100,NA
Pahal.7G122200,PhHAL.7G113700
Pahal.7G122300,PhHAL.7G113800
Pahal.7G122800,PhHAL.7G114300
Pahal.7G123100,NA
Pahal.7G123300,PhHAL.7G114900
Pahal.7G123400,PhHAL.7G115000
Pahal.7G123500,PhHAL.7G115200
Pahal.7G123800,PhHAL.7G115400
Pahal.7G123900,PhHAL.7G115600
Pahal.7G124000,PhHAL.7G115700
Pahal.7G124100,PhHAL.7G115900
Pahal.7G124200,PhHAL.7G116000
Pahal.7G124300,PhHAL.7G116100
Pahal.7G124400,PhHAL.7G116200
Pahal.7G124500,PhHAL.7G116300
Pahal.7G124600,PhHAL.7G116400
Pahal.7G124700,PhHAL.7G116500
Pahal.7G124800,PhHAL.7G116600
Pahal.7G124900,PhHAL.7G116700
Pahal.7G125100,PhHAL.7G116800
Pahal.7G125300,PhHAL.7G116900
Pahal.7G125800,PhHAL.7G117100
Pahal.7G125900,PhHAL.7G117200
Pahal.7G126100,PhHAL.7G117300
Pahal.7G126300,PhHAL.7G117500
Pahal.7G126400,PhHAL.7G117600
Pahal.7G126500,NA
Pahal.7G126700,PhHAL.7G117800
Pahal.7G126800,PhHAL.7G117900
Pahal.7G127100,PhHAL.7G118100
Pahal.7G127300,PhHAL.7G118300
Pahal.7G127500,PhHAL.7G118500
Pahal.7G127800,PhHAL.7G119100
Pahal.7G127900,PhHAL.7G119300
Pahal.7G128000,PhHAL.7G119400
Pahal.7G128100,PhHAL.7G119500
Pahal.7G128200,PhHAL.7G119600
Pahal.7G128400,PhHAL.7G119700
Pahal.7G128500,PhHAL.7G119800
Pahal.7G128800,PhHAL.7G119900
Pahal.7G129000,PhHAL.7G120400
Pahal.7G129100,PhHAL.7G120100
Pahal.7G129500,PhHAL.7G120500
Pahal.7G129700,PhHAL.7G120700
Pahal.7G129800,PhHAL.7G120800
Pahal.7G129900,PhHAL.7G120900
Pahal.7G130000,NA
Pahal.7G130100,PhHAL.7G121100
Pahal.7G130200,PhHAL.7G121200
Pahal.7G130300,PhHAL.7G121400
Pahal.7G130400,PhHAL.7G121500
Pahal.7G130500,PhHAL.7G121600
Pahal.7G130600,PhHAL.7G121700
Pahal.7G130700,PhHAL.7G121800
Pahal.7G130800,PhHAL.7G121900
Pahal.7G131000,PhHAL.7G122100
Pahal.7G131300,PhHAL.7G123000
Pahal.7G131400,PhHAL.7G123100
Pahal.7G131500,PhHAL.7G123200
Pahal.7G131600,PhHAL.7G123300
Pahal.7G131800,NA
Pahal.7G131900,PhHAL.7G123600
Pahal.7G132200,PhHAL.7G123900
Pahal.7G132400,PhHAL.7G124200
Pahal.7G132500,PhHAL.7G124400
Pahal.7G132800,PhHAL.7G124700
Pahal.7G132900,PhHAL.7G124800
Pahal.7G133000,PhHAL.7G124900
Pahal.7G133100,PhHAL.7G125000
Pahal.7G133300,PhHAL.7G125200
Pahal.7G133400,PhHAL.7G125300
Pahal.7G133800,PhHAL.7G125600
Pahal.7G133900,PhHAL.7G125700
Pahal.7G134000,PhHAL.7G125800
Pahal.7G134100,PhHAL.7G125900
Pahal.7G134200,PhHAL.7G126000
Pahal.7G134500,NA
Pahal.7G134600,PhHAL.7G126300
Pahal.7G134700,PhHAL.7G126400
Pahal.7G135000,PhHAL.7G126700
Pahal.7G135100,PhHAL.7G126800
Pahal.7G135200,PhHAL.7G126900
Pahal.7G135300,PhHAL.7G127000
Pahal.7G135400,PhHAL.7G127200
Pahal.7G135500,NA
Pahal.7G135800,PhHAL.7G127900
Pahal.7G136200,PhHAL.7G128000
Pahal.7G136300,PhHAL.7G128100
Pahal.7G136400,PhHAL.7G128300
Pahal.7G136500,PhHAL.7G128400
Pahal.7G136600,PhHAL.7G128500
Pahal.7G136700,PhHAL.7G128600
Pahal.7G136900,PhHAL.7G128900
Pahal.7G137000,PhHAL.7G129000
Pahal.7G137100,PhHAL.7G129100
Pahal.7G137200,PhHAL.7G129200
Pahal.7G137300,PhHAL.7G129300
Pahal.7G137400,PhHAL.7G129400
Pahal.7G137500,PhHAL.7G129500
Pahal.7G137600,PhHAL.7G129600
Pahal.7G137800,PhHAL.7G129800
Pahal.7G137900,PhHAL.7G129900
Pahal.7G138000,PhHAL.7G130000
Pahal.7G138100,PhHAL.7G130100
Pahal.7G138200,PhHAL.7G130200
Pahal.7G138300,PhHAL.7G130300
Pahal.7G138400,PhHAL.7G130400
Pahal.7G138500,NA
Pahal.7G138600,PhHAL.7G130700
Pahal.7G139000,PhHAL.7G131100
Pahal.7G139100,PhHAL.7G131200
Pahal.7G139200,PhHAL.7G131300
Pahal.7G139300,PhHAL.7G131400
Pahal.7G139400,PhHAL.7G131500
Pahal.7G139500,PhHAL.7G131800
Pahal.7G139800,PhHAL.7G132200
Pahal.7G139900,PhHAL.7G132300
Pahal.7G140500,PhHAL.7G133000
Pahal.7G140700,PhHAL.7G133200
Pahal.7G140800,PhHAL.7G133300
Pahal.7G140900,PhHAL.7G133400
Pahal.7G141100,PhHAL.7G133500
Pahal.7G141200,PhHAL.7G133600
Pahal.7G141300,PhHAL.7G133700
Pahal.7G141400,PhHAL.7G133800
Pahal.7G141500,PhHAL.7G133900
Pahal.7G141600,PhHAL.7G134000
Pahal.7G141700,PhHAL.7G134100
Pahal.7G141900,NA
Pahal.7G142000,PhHAL.7G134400
Pahal.7G142200,PhHAL.7G134600
Pahal.7G142300,PhHAL.7G134700
Pahal.7G142400,PhHAL.7G134800
Pahal.7G142600,PhHAL.7G135000
Pahal.7G142700,PhHAL.7G135100
Pahal.7G142800,PhHAL.7G135200
Pahal.7G142900,PhHAL.7G135300
Pahal.7G143100,PhHAL.7G135400
Pahal.7G143200,PhHAL.7G135500
Pahal.7G143500,PhHAL.7G136000
Pahal.7G143600,PhHAL.7G136100
Pahal.7G143700,PhHAL.7G136200
Pahal.7G144100,NA
Pahal.7G144200,NA
Pahal.7G144400,NA
Pahal.7G144500,PhHAL.7G136900
Pahal.7G144900,NA
Pahal.7G145100,PhHAL.7G137300
Pahal.7G145200,PhHAL.7G137400
Pahal.7G145300,NA
Pahal.7G145400,NA
Pahal.7G145500,PhHAL.7G137800
Pahal.7G145600,NA
Pahal.7G145700,PhHAL.7G137900
Pahal.7G146400,PhHAL.7G138100
Pahal.7G146900,PhHAL.7G138400
Pahal.7G147000,PhHAL.7G138500
Pahal.7G147200,PhHAL.7G138600
Pahal.7G147300,PhHAL.7G138700
Pahal.7G147400,PhHAL.7G138800
Pahal.7G147500,PhHAL.7G138900
Pahal.7G147600,PhHAL.7G139000
Pahal.7G147800,PhHAL.7G139100
Pahal.7G147900,PhHAL.7G139200
Pahal.7G148000,PhHAL.7G139300
Pahal.7G148300,PhHAL.7G139600
Pahal.7G148400,PhHAL.7G139700
Pahal.7G148500,PhHAL.7G139800
Pahal.7G148600,PhHAL.7G139900
Pahal.7G148700,PhHAL.7G140000
Pahal.7G148800,PhHAL.7G140200
Pahal.7G149000,PhHAL.7G140400
Pahal.7G149100,NA
Pahal.7G149200,PhHAL.7G140500
Pahal.7G149300,PhHAL.7G140600
Pahal.7G149400,PhHAL.7G140700
Pahal.7G149500,PhHAL.7G140800
Pahal.7G149600,PhHAL.7G140900
Pahal.7G149800,PhHAL.7G141200
Pahal.7G149900,PhHAL.7G141300
Pahal.7G150000,PhHAL.7G141400
Pahal.7G150100,PhHAL.7G141500
Pahal.7G150200,PhHAL.7G141600
Pahal.7G150300,PhHAL.7G141700
Pahal.7G150400,PhHAL.7G141800
Pahal.7G150500,PhHAL.7G141900
Pahal.7G150600,PhHAL.7G142000
Pahal.7G150700,PhHAL.7G142100
Pahal.7G150800,PhHAL.7G142200
Pahal.7G150900,PhHAL.7G142300
Pahal.7G151000,PhHAL.7G142400
Pahal.7G151100,PhHAL.7G142500
Pahal.7G151200,PhHAL.7G142700
Pahal.7G151300,PhHAL.7G142800
Pahal.7G151400,PhHAL.7G143000
Pahal.7G151500,PhHAL.7G143100
Pahal.7G151600,PhHAL.7G143200
Pahal.7G151700,NA
Pahal.7G151800,PhHAL.7G143300
Pahal.7G152000,PhHAL.7G143500
Pahal.7G152100,PhHAL.7G143600
Pahal.7G152200,NA
Pahal.7G152300,PhHAL.7G143700
Pahal.7G152400,PhHAL.7G143800
Pahal.7G152500,PhHAL.7G143900
Pahal.7G152600,PhHAL.7G144000
Pahal.7G152700,PhHAL.7G144200
Pahal.7G152800,PhHAL.7G144300
Pahal.7G153000,PhHAL.7G144400
Pahal.7G153100,PhHAL.7G144500
Pahal.7G153200,PhHAL.7G144600
Pahal.7G153400,PhHAL.7G144800
Pahal.7G153500,PhHAL.7G144900
Pahal.7G153700,PhHAL.7G145000
Pahal.7G153800,PhHAL.7G145100
Pahal.7G154200,PhHAL.7G145300
Pahal.7G154500,PhHAL.7G145600
Pahal.7G154600,PhHAL.7G145700
Pahal.7G154700,PhHAL.7G145800
Pahal.7G154800,PhHAL.7G145900
Pahal.7G154900,PhHAL.7G146000
Pahal.7G155000,PhHAL.7G146100
Pahal.7G155100,PhHAL.7G146200
Pahal.7G155200,PhHAL.7G146300
Pahal.7G155400,PhHAL.7G146400
Pahal.7G155600,PhHAL.7G146600
Pahal.7G156100,PhHAL.7G147200
Pahal.7G156200,PhHAL.7G147300
Pahal.7G156300,PhHAL.7G147400
Pahal.7G156400,PhHAL.7G147500
Pahal.7G156600,PhHAL.7G147700
Pahal.7G156700,PhHAL.7G147800
Pahal.7G156800,PhHAL.7G147900
Pahal.7G156900,PhHAL.7G148000
